Voltage (V),Current (A),Temperature (°C),Vibration (mm/s),Label
406.73,15.43,43.2,0.24,normal
388.99,28.66,78.72,16.76,moderate
364.28,7.6,50.06,2.81,low
410.68,18.1,31.75,6.05,low
385.8,13.39,59.92,3.1,normal
384.18,11.13,53.07,3.78,normal
468.95,1.51,93.53,21.65,high
223.94,0.6,95.53,23.17,high
460.08,0.02,101.25,20.98,high
469.04,0.32,103.75,28.99,high
412.08,18.51,66.11,8.16,low
347.65,27.24,52.76,2.0,moderate
353.85,12.21,89.64,2.72,moderate
365.19,18.62,58.3,7.47,low
248.14,48.21,110.74,28.32,high
468.99,37.66,108.55,23.64,high
349.79,34.82,34.17,1.54,moderate
378.91,10.72,61.63,4.95,low
411.75,29.33,73.7,10.4,moderate
409.12,16.01,51.0,6.48,low
345.21,16.37,86.92,17.05,moderate
397.04,29.81,34.81,16.81,moderate
347.11,27.61,56.61,12.66,moderate
410.82,14.96,40.03,9.46,low
466.55,47.36,115.37,29.1,high
340.46,10.65,83.86,16.03,moderate
361.2,15.25,44.78,0.67,low
415.04,9.97,57.97,2.61,low
466.87,43.83,94.71,29.72,high
255.33,0.83,117.95,23.83,high
402.23,15.73,62.48,3.65,low
463.48,1.59,97.01,28.18,high
396.27,13.47,36.35,1.75,normal
290.62,0.63,106.21,24.98,high
381.22,34.81,59.25,15.29,moderate
352.57,32.88,89.22,3.62,moderate
398.71,19.78,39.32,3.93,normal
399.02,28.1,83.15,16.92,moderate
264.83,0.9,111.61,28.11,high
382.68,6.56,30.61,3.8,low
204.4,42.82,104.9,20.47,high
207.76,38.36,96.42,23.28,high
406.05,6.82,42.0,3.38,low
382.37,27.86,75.5,14.9,moderate
419.72,29.95,73.23,17.8,moderate
407.43,10.74,36.41,8.8,low
342.3,25.9,84.62,2.26,moderate
349.82,10.35,58.69,18.03,moderate
394.87,17.24,39.53,2.01,normal
406.16,16.74,41.02,7.19,low
398.6,14.05,48.42,1.19,normal
415.91,16.88,49.98,4.72,normal
224.47,0.19,99.25,20.3,high
390.44,9.99,62.25,3.41,low
366.65,10.87,47.68,1.52,low
273.51,0.88,93.36,29.34,high
412.01,11.19,57.88,3.33,normal
391.11,15.84,36.11,1.18,normal
336.12,38.82,101.97,24.05,high
410.25,10.9,35.67,3.89,normal
400.74,17.2,50.88,1.48,normal
419.73,26.92,85.36,3.47,moderate
395.91,27.53,86.71,1.44,moderate
390.55,7.26,57.62,3.49,low
359.86,33.29,35.01,10.55,moderate
372.17,13.28,50.56,7.44,low
478.06,36.78,106.53,22.9,high
400.73,28.61,85.62,14.45,moderate
383.07,10.8,41.04,5.69,low
386.57,18.34,49.49,6.96,low
318.76,1.87,113.41,28.77,high
401.61,19.16,66.83,5.89,low
417.53,29.14,50.84,13.25,moderate
399.67,16.09,61.06,3.79,low
471.92,1.79,103.65,25.56,high
392.98,34.31,40.86,12.06,moderate
406.51,16.83,56.89,0.23,normal
419.88,13.37,42.38,4.54,normal
411.38,9.94,45.17,7.95,low
464.84,1.68,99.9,21.21,high
389.13,19.52,67.93,0.78,low
460.97,0.58,109.86,24.25,high
408.49,13.95,56.91,1.8,normal
396.25,16.75,41.61,2.78,normal
418.34,16.53,55.59,4.31,normal
474.66,0.55,98.93,28.41,high
341.2,18.39,78.62,16.19,moderate
219.08,49.94,119.53,21.13,high
227.37,1.7,113.71,27.24,high
469.71,45.76,113.97,24.06,high
396.72,19.72,47.82,9.29,low
385.05,16.86,37.47,8.03,low
230.01,0.8,115.9,23.95,high
380.34,17.25,40.25,1.27,normal
414.78,14.12,48.98,1.96,normal
391.89,12.29,69.82,2.34,low
417.19,19.17,52.4,5.83,low
389.75,19.63,32.17,1.08,normal
407.08,13.11,85.66,17.72,moderate
352.15,28.76,32.74,0.53,moderate
407.46,18.37,30.81,3.66,normal
394.25,7.05,31.38,3.27,low
339.74,48.07,115.21,26.28,high
414.21,12.79,39.98,0.33,normal
353.86,25.28,56.17,13.34,moderate
307.99,45.84,119.7,23.54,high
358.27,29.78,35.6,3.37,moderate
354.29,26.31,40.56,10.37,moderate
466.17,40.28,113.52,29.28,high
353.76,17.28,89.14,2.89,moderate
204.16,0.73,100.89,23.95,high
315.53,46.53,92.94,24.58,high
397.37,28.05,89.48,1.18,moderate
474.93,0.4,111.02,24.59,high
401.19,18.45,37.42,3.08,normal
354.42,33.2,45.61,14.0,moderate
418.04,14.48,47.53,2.49,normal
400.42,12.35,51.16,3.08,normal
395.26,19.41,41.24,9.41,low
362.99,14.83,65.31,2.02,low
344.52,10.97,42.63,17.59,moderate
412.55,17.78,59.28,0.58,normal
348.71,25.55,44.16,4.14,moderate
388.19,30.25,87.33,4.21,moderate
390.19,14.81,47.59,9.99,low
401.32,11.74,67.59,8.4,low
310.81,44.64,112.11,27.3,high
250.49,1.21,92.21,28.66,high
352.73,14.27,80.13,17.57,moderate
416.25,16.45,60.85,4.23,low
462.85,48.98,112.35,20.36,high
402.56,27.59,70.63,0.65,moderate
397.95,5.3,55.56,3.81,low
317.76,49.75,107.67,28.53,high
266.33,39.99,108.03,24.79,high
398.69,13.79,38.52,2.69,normal
354.08,27.26,87.77,4.35,moderate
309.45,0.23,117.34,22.56,high
340.73,15.18,77.66,3.16,moderate
261.88,47.27,109.32,27.19,high
340.91,34.15,50.99,3.49,moderate
244.29,46.03,101.92,20.59,high
236.47,47.25,101.93,23.69,high
392.08,16.94,32.55,1.91,normal
464.32,0.23,118.61,23.02,high
417.61,9.15,54.62,7.55,low
368.41,13.52,30.18,4.61,low
204.94,0.17,118.75,24.29,high
291.26,37.4,93.59,26.9,high
369.01,8.78,35.83,0.18,low
367.44,16.23,51.06,0.06,low
238.8,1.78,110.47,29.91,high
393.86,28.42,86.85,4.17,moderate
408.69,10.7,51.39,2.43,normal
364.6,11.35,47.33,7.76,low
407.74,8.44,37.38,9.88,low
403.14,17.51,55.94,0.25,normal
342.75,17.24,72.1,3.4,moderate
418.3,15.97,40.25,1.65,normal
406.58,16.84,57.06,4.35,normal
397.22,18.75,44.8,6.75,low
358.28,34.29,75.13,2.0,moderate
245.57,43.41,90.9,20.63,high
414.07,6.01,57.51,6.92,low
341.13,26.53,30.84,12.63,moderate
380.07,14.19,36.39,4.04,normal
386.61,13.52,40.1,0.68,normal
414.82,12.43,40.84,3.32,normal
364.91,13.33,37.32,3.15,low
419.1,26.97,72.76,10.56,moderate
478.36,1.2,96.0,28.89,high
355.19,30.73,32.59,10.92,moderate
225.43,49.74,112.77,21.42,high
359.29,29.32,75.8,4.43,moderate
416.03,25.35,57.26,13.5,moderate
470.98,1.86,117.65,25.06,high
415.43,28.43,42.97,15.37,moderate
382.55,18.99,66.8,0.97,low
398.98,14.62,35.85,3.78,normal
413.08,15.72,53.57,7.12,low
389.91,13.13,55.62,2.4,normal
395.34,14.73,74.69,10.2,moderate
368.54,5.91,37.45,2.75,low
475.4,1.9,107.9,20.32,high
415.82,8.63,43.79,5.8,low
478.13,1.9,102.48,25.2,high
398.99,12.72,52.05,0.7,normal
392.22,19.46,35.71,0.33,normal
393.68,18.59,46.91,3.03,normal
358.41,12.96,74.0,15.22,moderate
361.14,14.94,56.46,7.51,low
362.81,19.2,31.15,8.12,low
408.28,16.45,38.03,3.64,normal
341.55,31.12,73.39,3.54,moderate
417.55,13.41,39.3,4.72,normal
353.21,32.71,87.24,0.64,moderate
387.59,16.54,58.92,3.71,normal
392.61,16.83,65.65,7.93,low
369.82,11.54,60.38,1.43,low
379.65,6.29,50.27,3.97,low
234.37,39.68,102.69,29.76,high
367.98,18.31,37.8,3.07,low
402.48,13.33,50.76,8.77,low
409.71,9.24,63.98,3.12,low
468.79,0.05,100.2,24.72,high
391.51,8.12,56.27,1.43,low
386.51,12.25,63.36,1.8,low
353.78,26.13,74.1,2.27,moderate
386.36,30.4,44.24,12.57,moderate
382.07,6.63,55.47,0.34,low
402.14,11.22,53.3,0.0,normal
409.37,15.08,34.86,3.21,normal
410.63,11.23,39.13,2.64,normal
352.92,28.53,49.18,0.78,moderate
402.29,15.83,49.91,3.28,normal
360.74,18.98,41.67,1.24,low
384.48,19.46,41.69,2.07,normal
348.4,34.78,58.76,19.72,moderate
387.24,10.78,34.85,0.89,normal
394.17,14.52,48.04,2.01,normal
228.76,0.52,115.03,23.4,high
393.71,7.29,33.36,9.23,low
419.9,27.21,77.87,12.66,moderate
404.93,19.39,57.95,1.55,normal
404.47,32.93,59.05,11.89,moderate
260.84,45.58,99.65,27.74,high
412.35,20.0,38.64,5.38,low
361.39,5.31,57.64,2.61,low
405.19,12.22,58.05,1.7,normal
287.17,40.38,94.47,27.57,high
262.98,40.65,104.15,25.08,high
212.83,43.77,93.06,21.05,high
391.42,5.46,59.38,4.99,low
466.24,0.83,116.29,22.2,high
346.54,31.83,75.27,0.65,moderate
376.53,11.41,51.47,6.91,low
475.54,0.71,118.02,29.0,high
342.46,13.98,73.19,18.0,moderate
387.54,31.74,54.59,17.59,moderate
372.59,15.38,32.48,4.08,low
358.45,32.03,76.13,1.93,moderate
294.63,35.46,102.96,22.46,high
361.37,9.12,55.75,3.28,low
385.14,29.46,80.77,2.92,moderate
389.37,10.22,67.9,1.78,low
472.66,1.32,118.5,23.61,high
372.27,8.21,38.75,2.2,low
391.84,10.31,48.68,3.92,normal
350.35,31.78,35.98,13.78,moderate
419.43,19.17,71.52,19.01,moderate
395.67,32.52,82.37,19.81,moderate
410.23,18.99,51.11,0.87,normal
342.91,30.35,77.14,2.79,moderate
395.61,8.17,66.74,0.91,low
406.87,16.63,35.52,1.05,normal
466.75,45.89,114.82,24.95,high
263.05,48.25,110.02,29.9,high
295.84,46.01,96.41,29.81,high
393.6,26.13,79.33,4.97,moderate
411.93,29.0,85.3,0.59,moderate
475.74,0.37,110.23,21.39,high
406.01,10.88,53.5,0.04,normal
414.56,14.93,49.73,4.78,normal
204.53,1.84,95.81,27.51,high
381.53,18.21,34.92,2.66,normal
403.84,14.15,33.2,2.68,normal
290.73,0.99,90.82,29.66,high
384.52,10.26,40.57,4.16,normal
463.14,1.84,114.22,29.49,high
401.23,9.66,65.05,3.44,low
271.19,45.62,95.22,20.94,high
225.94,35.58,112.14,23.79,high
272.97,0.74,105.36,25.13,high
345.18,25.12,51.06,14.43,moderate
478.54,40.49,93.13,23.85,high
385.26,30.48,58.72,16.72,moderate
380.44,14.22,61.67,2.93,low
402.62,26.7,34.03,10.13,moderate
326.3,0.3,104.3,29.34,high
315.25,1.89,98.04,29.61,high
392.27,25.96,79.31,4.73,moderate
386.58,13.12,51.23,1.38,normal
462.3,1.25,100.69,21.76,high
366.96,7.37,37.63,3.8,low
360.85,17.34,32.21,8.35,low
380.09,18.7,48.7,3.21,normal
394.48,16.77,32.96,4.02,normal
408.59,14.9,64.36,1.51,low
354.08,14.31,88.75,10.22,moderate
356.35,31.77,74.29,4.33,moderate
228.57,0.3,97.99,29.62,high
313.73,0.88,100.07,20.27,high
267.82,43.46,90.55,28.18,high
414.21,12.93,42.25,1.22,normal
351.08,27.29,47.0,1.49,moderate
356.83,25.35,33.05,18.2,moderate
417.12,28.09,72.6,12.81,moderate
350.44,25.76,37.86,4.47,moderate
415.5,14.77,30.25,4.71,normal
383.79,25.03,76.07,4.58,moderate
346.63,25.66,73.79,1.89,moderate
387.93,17.15,36.05,2.42,normal
460.84,49.79,116.46,27.77,high
396.33,14.32,41.4,3.26,normal
396.02,6.48,54.34,3.09,low
339.68,43.68,102.88,22.96,high
403.94,10.4,61.99,0.05,low
353.49,33.35,51.2,18.82,moderate
390.0,7.82,61.29,3.98,low
391.83,14.73,83.07,11.77,moderate
356.71,31.36,87.16,0.94,moderate
397.82,13.73,32.51,6.17,low
350.22,33.77,42.96,18.44,moderate
366.1,8.03,31.69,1.55,low
474.17,0.54,102.23,21.8,high
471.86,0.61,118.8,23.61,high
468.96,49.06,96.1,29.5,high
358.3,33.75,35.71,18.61,moderate
465.02,45.59,91.7,25.53,high
232.71,39.87,109.89,25.2,high
479.62,49.08,117.53,25.13,high
413.48,14.29,53.45,0.51,normal
411.71,10.63,48.38,0.95,normal
419.02,11.75,58.93,2.02,normal
380.52,8.12,38.99,7.24,low
373.3,13.63,65.62,1.15,low
361.44,19.84,31.24,0.92,low
406.01,11.99,32.46,0.69,normal
271.97,37.75,110.74,24.62,high
390.33,13.7,44.81,1.49,normal
393.24,9.83,48.57,9.49,low
386.82,13.48,42.99,0.64,normal
413.16,5.99,55.86,3.36,low
354.18,10.81,73.75,2.05,moderate
366.2,11.44,52.72,2.68,low
474.34,35.17,115.78,22.93,high
413.48,9.35,32.29,4.13,low
358.32,11.75,87.9,16.72,moderate
406.32,26.79,87.59,3.48,moderate
254.5,1.33,119.25,22.33,high
467.66,1.94,116.24,22.91,high
346.62,25.54,86.89,0.04,moderate
403.68,10.35,30.96,1.07,normal
393.69,17.4,38.32,3.58,normal
305.84,0.93,111.17,28.95,high
345.09,33.67,43.19,10.72,moderate
357.09,29.55,72.17,0.94,moderate
358.72,19.47,80.56,16.88,moderate
412.96,11.1,35.44,4.8,normal
324.7,1.92,93.57,24.29,high
391.8,10.04,36.06,4.41,normal
345.1,19.3,40.82,19.24,moderate
385.48,12.58,84.39,18.56,moderate
479.69,1.8,101.22,24.89,high
350.04,19.08,89.63,17.53,moderate
348.52,16.8,47.61,10.51,moderate
340.68,26.89,33.74,14.92,moderate
405.4,30.36,55.01,13.13,moderate
460.69,37.95,110.47,24.53,high
396.2,14.23,47.75,0.78,normal
415.44,11.29,31.16,1.59,normal
417.67,15.79,65.3,3.5,low
390.56,6.69,45.53,2.92,low
366.61,18.02,69.72,3.16,low
289.19,40.66,98.47,24.78,high
404.75,12.4,30.64,7.6,low
388.99,10.9,44.19,3.79,normal
392.45,10.53,50.66,1.98,normal
282.68,1.96,108.37,25.01,high
394.1,11.95,53.96,1.74,normal
461.29,49.42,107.97,27.35,high
410.87,10.84,51.82,1.25,normal
263.38,49.68,119.69,23.23,high
401.83,12.82,47.22,1.71,normal
413.58,12.65,46.76,2.73,normal
409.38,18.57,39.71,2.49,normal
374.39,7.97,56.18,2.25,low
419.08,17.74,41.57,4.31,normal
366.47,12.53,57.64,5.28,low
210.57,47.67,106.12,27.69,high
356.34,33.45,47.45,19.11,moderate
358.18,28.2,35.46,1.91,moderate
392.96,12.59,43.11,0.68,normal
398.79,18.76,57.41,4.25,normal
478.76,0.8,110.31,26.67,high
462.98,1.69,106.18,27.39,high
367.53,13.42,37.46,8.14,low
389.76,12.71,52.81,2.06,normal
370.35,18.94,45.65,6.19,low
392.53,19.29,33.46,0.14,normal
412.9,18.53,64.27,0.76,low
375.88,10.17,65.32,4.63,low
477.1,42.11,118.38,25.81,high
409.44,16.19,64.2,2.16,low
389.64,19.99,42.34,1.22,normal
382.51,15.89,49.82,1.27,normal
257.83,0.72,99.6,22.45,high
380.16,6.23,34.68,1.11,low
342.52,14.39,83.45,0.34,moderate
391.8,17.4,50.19,3.4,normal
345.18,14.66,84.99,14.89,moderate
414.12,8.74,32.31,6.22,low
341.47,29.08,84.98,2.36,moderate
367.25,17.36,43.73,0.36,low
377.68,15.14,56.52,2.08,low
475.18,0.52,91.9,20.2,high
387.76,11.91,51.19,1.85,normal
395.21,11.14,62.61,7.51,low
344.61,15.93,70.22,19.57,moderate
357.05,33.66,57.49,1.33,moderate
358.04,29.83,86.64,2.45,moderate
474.88,1.82,110.6,20.75,high
404.29,33.25,73.91,13.06,moderate
398.09,11.94,37.64,1.98,normal
318.71,1.31,94.27,20.57,high
472.58,49.65,106.01,20.18,high
395.31,14.88,31.2,3.01,normal
462.23,48.35,96.0,25.44,high
359.5,14.23,70.93,15.64,moderate
238.36,45.18,93.49,27.82,high
270.07,45.28,91.17,25.43,high
386.88,14.37,42.67,9.83,low
387.82,12.24,57.34,2.15,normal
392.4,5.04,62.99,4.97,low
398.74,9.95,36.81,5.54,low
412.36,18.22,83.28,17.9,moderate
401.51,12.23,73.1,15.8,moderate
478.76,1.97,114.15,27.72,high
473.35,0.02,114.57,29.55,high
350.76,34.47,34.39,1.79,moderate
359.25,10.88,81.55,4.59,moderate
389.54,18.75,44.58,2.41,normal
282.11,48.76,95.03,21.15,high
340.86,26.75,49.0,11.56,moderate
405.56,15.0,30.03,4.22,normal
349.94,30.85,86.07,3.81,moderate
472.45,48.77,116.52,21.7,high
460.82,0.03,104.54,22.97,high
411.17,26.02,75.78,12.07,moderate
351.08,27.34,57.59,3.99,moderate
403.33,13.75,31.23,2.12,normal
340.11,33.63,75.21,3.7,moderate
470.28,1.84,91.38,22.42,high
306.15,49.27,95.48,21.22,high
402.43,17.96,40.57,3.75,normal
393.73,11.37,36.6,2.51,normal
397.08,6.08,62.22,3.68,low
406.15,13.43,57.47,4.38,normal
381.39,19.61,66.32,4.94,low
464.34,1.33,116.31,28.98,high
398.39,17.25,62.74,5.33,low
262.29,1.56,118.06,21.8,high
370.14,9.91,41.33,3.64,low
407.74,15.21,33.05,2.87,normal
203.17,43.69,91.86,24.66,high
408.21,16.85,33.36,9.7,low
355.67,16.26,78.64,18.86,moderate
462.25,47.97,114.67,27.69,high
395.43,14.9,66.18,7.57,low
409.89,10.23,58.6,3.16,normal
396.11,15.91,80.2,15.44,moderate
408.91,6.35,66.07,2.65,low
478.7,0.96,92.15,27.26,high
402.87,12.57,36.19,0.33,normal
389.3,13.75,43.95,7.76,low
404.77,28.46,71.14,0.48,moderate
410.48,5.36,50.07,7.22,low
355.36,27.02,49.37,3.62,moderate
358.0,28.19,36.12,1.96,moderate
369.07,7.5,34.07,3.26,low
353.0,34.29,39.72,11.33,moderate
359.45,16.51,86.84,14.25,moderate
352.85,30.94,44.43,1.71,moderate
410.12,14.56,48.17,4.23,normal
408.91,11.47,44.48,0.99,normal
372.3,8.44,40.51,2.97,low
460.53,1.8,107.59,29.03,high
371.88,17.78,52.46,1.17,low
384.26,11.97,39.07,1.25,normal
263.21,36.43,99.15,27.36,high
380.16,17.42,40.64,5.76,low
278.96,38.4,100.6,26.88,high
376.52,15.77,62.44,4.5,low
355.51,11.53,71.83,4.86,moderate
395.64,18.0,59.52,0.12,normal
383.76,10.08,60.84,7.75,low
387.79,18.36,54.01,4.55,normal
390.01,16.42,40.5,0.52,normal
396.09,16.95,62.51,5.02,low
381.66,28.92,70.48,3.49,moderate
342.84,17.82,87.5,1.97,moderate
404.21,29.62,72.18,0.47,moderate
393.46,30.1,33.12,14.05,moderate
402.03,10.79,50.4,0.55,normal
389.66,12.13,36.85,3.81,normal
404.96,10.12,31.19,3.07,normal
347.31,28.86,71.94,1.6,moderate
226.61,1.68,100.64,20.01,high
470.19,1.64,113.41,26.45,high
397.33,30.52,80.62,4.04,moderate
401.35,18.87,47.97,3.81,normal
357.56,28.26,47.43,12.16,moderate
462.9,1.02,115.52,23.33,high
390.42,12.04,48.38,0.47,normal
393.45,16.32,38.8,2.81,normal
358.81,16.21,76.46,1.07,moderate
364.47,9.23,34.89,2.13,low
348.13,27.4,84.26,4.47,moderate
472.23,0.02,98.7,28.85,high
478.1,1.39,119.47,20.79,high
470.41,46.33,102.72,29.06,high
341.92,34.08,78.97,2.74,moderate
412.61,5.05,39.39,1.21,low
394.93,26.81,57.97,15.98,moderate
283.88,0.7,108.91,28.22,high
418.52,12.52,59.82,3.01,normal
417.11,14.25,31.92,0.94,normal
402.5,10.53,36.36,7.68,low
290.85,1.41,98.94,27.21,high
408.82,18.97,77.12,14.69,moderate
409.17,11.99,54.66,2.31,normal
408.58,18.0,37.97,4.62,normal
247.57,0.11,92.41,22.69,high
348.73,18.78,38.98,12.3,moderate
320.24,45.97,108.31,28.55,high
396.63,16.09,85.14,16.16,moderate
388.89,34.02,88.33,4.37,moderate
275.88,40.12,96.09,24.75,high
477.07,44.15,105.75,27.16,high
224.78,0.94,109.9,21.46,high
341.75,11.47,58.04,10.65,moderate
477.09,0.84,116.81,26.11,high
380.48,10.02,38.2,1.7,normal
464.87,0.6,96.1,26.61,high
253.99,1.98,92.09,22.32,high
387.65,16.27,59.76,2.25,normal
469.18,35.9,97.89,28.67,high
219.66,48.81,103.04,25.14,high
350.15,29.55,34.52,10.05,moderate
462.34,36.39,114.22,24.14,high
383.46,5.17,61.96,4.16,low
461.11,0.56,116.12,22.09,high
272.79,1.65,101.36,20.08,high
394.18,14.63,88.7,17.06,moderate
306.77,35.44,118.24,27.34,high
407.84,12.53,39.03,3.9,normal
393.08,10.69,55.68,1.08,normal
379.93,16.04,36.41,1.2,low
358.85,16.4,89.76,13.52,moderate
412.34,6.73,44.21,1.45,low
398.33,7.44,45.75,2.07,low
403.88,14.11,53.94,1.03,normal
409.34,18.26,53.22,7.56,low
414.63,18.66,41.76,0.76,normal
410.3,15.77,50.1,1.04,normal
385.99,14.41,31.35,2.04,normal
412.63,18.71,56.2,6.13,low
477.3,1.74,103.47,25.25,high
244.15,1.0,106.21,27.29,high
271.59,0.33,109.55,22.35,high
415.98,10.33,47.24,0.65,normal
402.77,26.48,79.79,2.99,moderate
373.72,17.25,47.13,5.38,low
232.62,39.97,116.6,27.7,high
356.91,25.74,83.21,2.84,moderate
360.45,19.07,43.05,8.47,low
399.74,6.36,38.05,8.26,low
380.45,15.34,44.89,4.59,normal
237.97,40.51,101.85,22.12,high
384.47,19.86,36.05,2.36,normal
400.3,7.52,47.23,6.71,low
305.75,1.71,96.7,27.12,high
387.0,10.38,50.01,2.09,normal
340.88,27.53,58.05,15.9,moderate
344.97,28.77,75.19,2.31,moderate
403.09,19.0,42.59,1.76,normal
407.27,12.2,43.49,4.61,normal
395.67,11.62,36.62,0.95,normal
414.67,10.64,35.84,1.2,normal
395.62,15.87,39.2,3.92,normal
391.33,7.32,47.22,8.5,low
373.21,15.94,48.41,3.4,low
398.94,25.46,58.19,19.0,moderate
406.85,12.64,86.62,18.07,moderate
231.52,1.37,99.38,27.37,high
471.32,1.6,113.83,24.67,high
417.64,15.27,31.64,4.67,normal
381.47,12.76,42.73,2.54,normal
272.36,36.58,98.75,21.38,high
384.81,5.24,59.21,6.49,low
370.35,9.96,59.09,1.49,low
413.45,26.42,55.41,10.02,moderate
396.0,15.88,39.95,2.87,normal
363.14,18.47,42.22,3.53,low
397.96,18.88,64.0,9.45,low
398.34,10.11,60.2,4.56,low
402.98,10.93,61.27,0.77,low
344.44,10.97,83.0,4.28,moderate
479.77,44.26,91.6,26.74,high
416.73,9.01,46.33,3.19,low
402.17,11.79,62.97,0.5,low
461.93,0.69,107.01,25.91,high
385.64,26.4,84.41,4.29,moderate
200.43,1.38,118.67,28.38,high
225.44,45.37,108.6,26.14,high
359.34,27.44,53.47,14.46,moderate
466.47,37.01,109.31,29.09,high
357.93,17.14,43.57,14.43,moderate
403.23,11.78,63.09,3.14,low
405.98,10.81,43.76,0.28,normal
394.96,34.76,38.65,17.89,moderate
299.44,1.29,108.16,22.9,high
384.48,10.24,33.16,2.03,normal
383.13,11.97,50.61,4.84,normal
322.66,0.87,96.02,23.72,high
468.27,38.36,90.51,25.07,high
388.21,10.13,70.65,10.78,moderate
355.29,11.34,75.58,2.62,moderate
382.86,10.47,46.66,0.42,normal
466.0,1.43,92.4,26.35,high
392.23,13.56,86.22,16.98,moderate
469.72,0.8,118.58,27.03,high
415.72,19.64,54.24,1.13,normal
341.41,12.17,70.96,17.7,moderate
411.11,18.64,43.46,0.37,normal
382.55,14.81,58.93,3.87,normal
467.29,36.09,106.26,24.51,high
375.75,11.43,32.17,7.26,low
384.06,12.69,57.03,6.13,low
392.87,18.52,41.23,1.99,normal
415.92,13.38,58.91,8.87,low
394.36,30.73,71.86,17.17,moderate
341.07,26.28,88.35,2.86,moderate
368.49,14.23,30.15,2.33,low
341.37,32.85,73.3,2.54,moderate
393.87,19.46,33.34,4.37,normal
463.37,44.95,105.66,27.41,high
395.86,16.81,44.86,4.77,normal
397.64,13.37,35.85,0.71,normal
407.13,10.63,52.76,3.85,normal
260.68,35.62,118.39,20.14,high
344.23,28.4,52.74,3.84,moderate
269.75,0.95,97.08,23.16,high
387.17,12.98,47.52,3.52,normal
384.39,19.08,61.95,2.5,low
347.85,18.02,77.84,4.87,moderate
409.4,17.19,69.47,4.11,low
400.26,17.2,63.76,5.14,low
401.69,18.88,58.39,4.7,normal
408.25,6.6,62.6,0.74,low
392.97,18.32,51.23,0.69,normal
248.16,1.64,90.26,28.02,high
401.71,13.35,33.98,2.98,normal
273.05,48.94,92.57,23.76,high
231.56,45.33,107.68,25.84,high
419.05,15.35,44.93,1.95,normal
382.99,5.85,32.74,0.38,low
264.18,49.14,100.53,25.09,high
399.9,33.28,72.38,1.45,moderate
463.36,0.88,103.33,23.49,high
349.51,11.99,77.33,0.55,moderate
419.12,19.66,83.76,18.45,moderate
385.0,11.89,54.65,0.14,normal
351.89,27.59,42.59,0.47,moderate
348.9,26.03,57.77,2.35,moderate
474.28,35.23,116.55,23.87,high
387.52,15.49,45.92,2.0,normal
418.05,10.16,57.41,0.26,normal
263.74,0.25,104.04,24.28,high
409.82,10.13,47.65,2.9,normal
206.93,0.17,96.5,27.47,high
209.77,45.8,112.25,25.94,high
393.05,18.57,67.42,1.16,low
381.99,9.17,46.37,0.1,low
351.75,34.18,31.96,4.54,moderate
406.63,15.23,43.83,3.43,normal
358.78,33.04,89.89,2.65,moderate
409.33,10.21,45.71,1.0,normal
390.41,16.14,63.53,4.58,low
416.41,18.45,50.37,8.9,low
352.7,26.91,42.97,4.2,moderate
255.99,1.61,110.66,22.44,high
408.3,7.58,56.07,8.44,low
466.14,44.18,92.8,23.39,high
475.73,40.94,91.25,25.18,high
278.92,0.16,113.34,22.89,high
342.35,10.97,32.64,14.91,moderate
473.66,0.1,93.85,21.08,high
404.37,7.27,47.18,7.78,low
413.7,13.33,30.64,4.03,normal
320.08,0.19,101.16,20.95,high
359.59,17.57,55.77,14.36,moderate
400.39,7.65,64.47,0.26,low
377.81,10.19,60.81,1.68,low
227.33,1.43,110.1,29.61,high
390.62,7.59,35.11,9.71,low
359.7,32.92,89.13,1.91,moderate
352.03,16.62,30.43,12.5,moderate
402.29,15.99,54.58,3.98,normal
346.32,31.63,45.47,12.48,moderate
348.15,12.41,73.66,13.6,moderate
415.31,11.72,48.88,1.3,normal
415.53,15.97,36.11,1.44,normal
355.26,13.56,89.27,11.64,moderate
390.2,6.23,61.67,2.08,low
368.19,11.1,51.75,4.73,low
411.21,19.64,64.65,1.27,low
234.64,1.07,98.26,22.9,high
363.2,9.66,31.06,1.86,low
302.54,35.95,118.59,21.07,high
396.34,16.73,65.45,6.62,low
269.59,1.74,104.88,23.24,high
466.43,42.62,119.89,27.09,high
242.96,49.53,91.24,23.15,high
351.31,30.55,43.38,11.65,moderate
470.69,38.18,104.07,22.35,high
413.67,16.58,64.1,2.82,low
394.99,17.66,58.06,0.7,normal
374.19,19.34,46.65,9.3,low
398.93,16.94,56.7,1.16,normal
408.93,18.0,47.19,0.36,normal
384.07,12.6,56.45,3.69,normal
267.82,1.44,111.58,23.27,high
355.31,32.82,84.21,2.63,moderate
356.31,13.27,82.0,10.95,moderate
361.27,18.17,47.23,3.08,low
396.34,10.02,43.21,4.34,normal
340.41,15.14,32.54,16.5,moderate
404.86,5.23,65.73,2.93,low
364.95,19.68,61.91,0.81,low
366.73,14.68,65.35,3.7,low
466.13,1.44,97.29,20.87,high
264.59,1.34,110.8,24.16,high
414.72,12.33,43.85,2.92,normal
369.23,14.7,38.83,8.17,low
394.88,28.67,70.04,0.9,moderate
466.35,37.07,98.3,26.35,high
402.31,28.09,71.04,3.54,moderate
406.15,8.02,63.51,0.18,low
361.61,6.49,59.57,2.35,low
466.73,47.92,94.48,24.88,high
259.46,39.94,112.67,25.13,high
407.69,11.49,46.19,4.69,normal
476.06,0.7,94.7,22.74,high
377.23,19.27,40.28,2.54,low
